,region,region name,year,symbol,label,unit,value,confidence
12427,RO42,Vest Romania,2006,Q_PC,quantity applied on permanent crops,Gg N,1.1035114170274474,Estimated
12428,RO42,Vest Romania,2007,Q,total quantity of synthetic N fertilizer applied,Gg N,32.57192543553744,filled (a)
12429,RO42,Vest Romania,2007,Q_AL,quantity applied on arable land,Gg N,31.32515299233508,Estimated
12430,RO42,Vest Romania,2007,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12431,RO42,Vest Romania,2007,Q_PC,quantity applied on permanent crops,Gg N,1.2467724432023568,Estimated
12432,RO42,Vest Romania,2008,Q,total quantity of synthetic N fertilizer applied,Gg N,34.33850215811257,filled (a)
12433,RO42,Vest Romania,2008,Q_AL,quantity applied on arable land,Gg N,33.05767029398995,Estimated
12434,RO42,Vest Romania,2008,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12435,RO42,Vest Romania,2008,Q_PC,quantity applied on permanent crops,Gg N,1.2808318641226173,Estimated
12436,RO42,Vest Romania,2009,Q,total quantity of synthetic N fertilizer applied,Gg N,36.32223568317106,filled (a)
12437,RO42,Vest Romania,2009,Q_AL,quantity applied on arable land,Gg N,34.977288296221644,Estimated
12438,RO42,Vest Romania,2009,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12439,RO42,Vest Romania,2009,Q_PC,quantity applied on permanent crops,Gg N,1.3449473869494153,Estimated
12440,RO42,Vest Romania,2010,Q,total quantity of synthetic N fertilizer applied,Gg N,37.51254941068158,filled (a)
12441,RO42,Vest Romania,2010,Q_AL,quantity applied on arable land,Gg N,36.114423670840765,Estimated
12442,RO42,Vest Romania,2010,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12443,RO42,Vest Romania,2010,Q_PC,quantity applied on permanent crops,Gg N,1.3981257398408147,Estimated
12444,RO42,Vest Romania,2011,Q,total quantity of synthetic N fertilizer applied,Gg N,38.44202960029399,filled (a)
12445,RO42,Vest Romania,2011,Q_AL,quantity applied on arable land,Gg N,37.18299365964645,Estimated
12446,RO42,Vest Romania,2011,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12447,RO42,Vest Romania,2011,Q_PC,quantity applied on permanent crops,Gg N,1.2590359406475458,Estimated
12448,RO42,Vest Romania,2012,Q,total quantity of synthetic N fertilizer applied,Gg N,29.217,unprocessed
12449,RO42,Vest Romania,2012,Q_AL,quantity applied on arable land,Gg N,28.236521888010074,Estimated
12450,RO42,Vest Romania,2012,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12451,RO42,Vest Romania,2012,Q_PC,quantity applied on permanent crops,Gg N,0.9804781119899243,Estimated
12452,RO42,Vest Romania,2013,Q,total quantity of synthetic N fertilizer applied,Gg N,30.381,unprocessed
12453,RO42,Vest Romania,2013,Q_AL,quantity applied on arable land,Gg N,29.397961558651893,Estimated
12454,RO42,Vest Romania,2013,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12455,RO42,Vest Romania,2013,Q_PC,quantity applied on permanent crops,Gg N,0.9830384413481055,Estimated
12456,RO42,Vest Romania,2014,Q,total quantity of synthetic N fertilizer applied,Gg N,30.02,unprocessed
12457,RO42,Vest Romania,2014,Q_AL,quantity applied on arable land,Gg N,29.11111269346043,Estimated
12458,RO42,Vest Romania,2014,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12459,RO42,Vest Romania,2014,Q_PC,quantity applied on permanent crops,Gg N,0.9088873065395703,Estimated
12460,RO42,Vest Romania,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,29.905,unprocessed
12461,RO42,Vest Romania,2015,Q_AL,quantity applied on arable land,Gg N,29.008752334074316,Estimated
12462,RO42,Vest Romania,2015,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12463,RO42,Vest Romania,2015,Q_PC,quantity applied on permanent crops,Gg N,0.8962476659256837,Estimated
12464,RO42,Vest Romania,2016,Q,total quantity of synthetic N fertilizer applied,Gg N,30.366,unprocessed
12465,RO42,Vest Romania,2016,Q_AL,quantity applied on arable land,Gg N,29.48503637212413,Estimated
12466,RO42,Vest Romania,2016,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12467,RO42,Vest Romania,2016,Q_PC,quantity applied on permanent crops,Gg N,0.8809636278758665,Estimated
12468,RO42,Vest Romania,2017,Q,total quantity of synthetic N fertilizer applied,Gg N,47.786,unprocessed
12469,RO42,Vest Romania,2017,Q_AL,quantity applied on arable land,Gg N,46.39411327984832,Estimated
12470,RO42,Vest Romania,2017,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12471,RO42,Vest Romania,2017,Q_PC,quantity applied on permanent crops,Gg N,1.3918867201516847,Estimated
12472,RO42,Vest Romania,2018,Q,total quantity of synthetic N fertilizer applied,Gg N,99.283,unprocessed
12473,RO42,Vest Romania,2018,Q_AL,quantity applied on arable land,Gg N,96.49523969127716,Estimated
12474,RO42,Vest Romania,2018,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12475,RO42,Vest Romania,2018,Q_PC,quantity applied on permanent crops,Gg N,2.787760308722837,Estimated
12476,RO42,Vest Romania,2019,Q,total quantity of synthetic N fertilizer applied,Gg N,84.174,unprocessed
12477,RO42,Vest Romania,2019,Q_AL,quantity applied on arable land,Gg N,82.20899492828218,Estimated
12478,RO42,Vest Romania,2019,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12479,RO42,Vest Romania,2019,Q_PC,quantity applied on permanent crops,Gg N,1.9650050717178327,Estimated
12480,RS,Serbia,1990,Q,total quantity of synthetic N fertilizer applied,Gg N,,
12481,RS,Serbia,1990,Q_AL,quantity applied on arable land,Gg N,,Estimated
12482,RS,Serbia,1990,Q_PG,quantity applied on permanent grassland,Gg N,,Estimated
12483,RS,Serbia,1990,Q_PC,quantity applied on permanent crops,Gg N,,Estimated
12484,RS,Serbia,1991,Q,total quantity of synthetic N fertilizer applied,Gg N,,
12485,RS,Serbia,1991,Q_AL,quantity applied on arable land,Gg N,,Estimated
12486,RS,Serbia,1991,Q_PG,quantity applied on permanent grassland,Gg N,,Estimated
12487,RS,Serbia,1991,Q_PC,quantity applied on permanent crops,Gg N,,Estimated
12488,RS,Serbia,1992,Q,total quantity of synthetic N fertilizer applied,Gg N,78.0,filled (b)
12489,RS,Serbia,1992,Q_AL,quantity applied on arable land,Gg N,74.90410862364985,Estimated
12490,RS,Serbia,1992,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12491,RS,Serbia,1992,Q_PC,quantity applied on permanent crops,Gg N,3.095891376350152,Estimated
12492,RS,Serbia,1993,Q,total quantity of synthetic N fertilizer applied,Gg N,58.8,filled (b)
12493,RS,Serbia,1993,Q_AL,quantity applied on arable land,Gg N,56.46617419321296,Estimated
12494,RS,Serbia,1993,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12495,RS,Serbia,1993,Q_PC,quantity applied on permanent crops,Gg N,2.3338258067870377,Estimated
12496,RS,Serbia,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,70.0,filled (b)
12497,RS,Serbia,1994,Q_AL,quantity applied on arable land,Gg N,67.22163594430114,Estimated
12498,RS,Serbia,1994,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12499,RS,Serbia,1994,Q_PC,quantity applied on permanent crops,Gg N,2.7783640556988543,Estimated
12500,RS,Serbia,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,129.0,filled (b)
12501,RS,Serbia,1995,Q_AL,quantity applied on arable land,Gg N,123.87987195449783,Estimated
12502,RS,Serbia,1995,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12503,RS,Serbia,1995,Q_PC,quantity applied on permanent crops,Gg N,5.120128045502174,Estimated
12504,RS,Serbia,1996,Q,total quantity of synthetic N fertilizer applied,Gg N,160.5,filled (b)
12505,RS,Serbia,1996,Q_AL,quantity applied on arable land,Gg N,154.12960812943334,Estimated
12506,RS,Serbia,1996,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12507,RS,Serbia,1996,Q_PC,quantity applied on permanent crops,Gg N,6.3703918705666585,Estimated
12508,RS,Serbia,1997,Q,total quantity of synthetic N fertilizer applied,Gg N,185.0,filled (b)
12509,RS,Serbia,1997,Q_AL,quantity applied on arable land,Gg N,177.65718070993876,Estimated
12510,RS,Serbia,1997,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12511,RS,Serbia,1997,Q_PC,quantity applied on permanent crops,Gg N,7.342819290061257,Estimated
12512,RS,Serbia,1998,Q,total quantity of synthetic N fertilizer applied,Gg N,154.0,filled (b)
12513,RS,Serbia,1998,Q_AL,quantity applied on arable land,Gg N,147.8875990774625,Estimated
12514,RS,Serbia,1998,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12515,RS,Serbia,1998,Q_PC,quantity applied on permanent crops,Gg N,6.112400922537479,Estimated
12516,RS,Serbia,1999,Q,total quantity of synthetic N fertilizer applied,Gg N,138.1,filled (b)
12517,RS,Serbia,1999,Q_AL,quantity applied on arable land,Gg N,132.61868462725698,Estimated
12518,RS,Serbia,1999,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12519,RS,Serbia,1999,Q_PC,quantity applied on permanent crops,Gg N,5.481315372743025,Estimated
12520,RS,Serbia,2000,Q,total quantity of synthetic N fertilizer applied,Gg N,144.9,filled (b)
12521,RS,Serbia,2000,Q_AL,quantity applied on arable land,Gg N,139.14878640470337,Estimated
12522,RS,Serbia,2000,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12523,RS,Serbia,2000,Q_PC,quantity applied on permanent crops,Gg N,5.751213595296629,Estimated
12524,RS,Serbia,2001,Q,total quantity of synthetic N fertilizer applied,Gg N,202.1,filled (b)
12525,RS,Serbia,2001,Q_AL,quantity applied on arable land,Gg N,194.0784660620466,Estimated
12526,RS,Serbia,2001,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12527,RS,Serbia,2001,Q_PC,quantity applied on permanent crops,Gg N,8.021533937953405,Estimated
12528,RS,Serbia,2002,Q,total quantity of synthetic N fertilizer applied,Gg N,192.367,filled (b)
12529,RS,Serbia,2002,Q_AL,quantity applied on arable land,Gg N,184.73177773853396,Estimated
12530,RS,Serbia,2002,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12531,RS,Serbia,2002,Q_PC,quantity applied on permanent crops,Gg N,7.635222261466021,Estimated
12532,RS,Serbia,2003,Q,total quantity of synthetic N fertilizer applied,Gg N,167.082,filled (b)
12533,RS,Serbia,2003,Q_AL,quantity applied on arable land,Gg N,160.45036252636748,Estimated
12534,RS,Serbia,2003,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12535,RS,Serbia,2003,Q_PC,quantity applied on permanent crops,Gg N,6.631637473632513,Estimated
12536,RS,Serbia,2004,Q,total quantity of synthetic N fertilizer applied,Gg N,304.43,filled (b)
12537,RS,Serbia,2004,Q_AL,quantity applied on arable land,Gg N,292.3468947217657,Estimated
12538,RS,Serbia,2004,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12539,RS,Serbia,2004,Q_PC,quantity applied on permanent crops,Gg N,12.083105278234317,Estimated
12540,RS,Serbia,2005,Q,total quantity of synthetic N fertilizer applied,Gg N,276.952,filled (b)
12541,RS,Serbia,2005,Q_AL,quantity applied on arable land,Gg N,265.95952168637274,Estimated
12542,RS,Serbia,2005,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12543,RS,Serbia,2005,Q_PC,quantity applied on permanent crops,Gg N,10.992478313627272,Estimated
12544,RS,Serbia,2006,Q,total quantity of synthetic N fertilizer applied,Gg N,245.01438,filled (b)
12545,RS,Serbia,2006,Q_AL,quantity applied on arable land,Gg N,235.28953504969513,Estimated
12546,RS,Serbia,2006,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12547,RS,Serbia,2006,Q_PC,quantity applied on permanent crops,Gg N,9.72484495030486,Estimated
12548,RS,Serbia,2007,Q,total quantity of synthetic N fertilizer applied,Gg N,314.75181,filled (b)
12549,RS,Serbia,2007,Q_AL,quantity applied on arable land,Gg N,302.2590226375692,Estimated
12550,RS,Serbia,2007,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12551,RS,Serbia,2007,Q_PC,quantity applied on permanent crops,Gg N,12.492787362430787,Estimated
12552,RS,Serbia,2008,Q,total quantity of synthetic N fertilizer applied,Gg N,229.29142,filled (b)
12553,RS,Serbia,2008,Q_AL,quantity applied on arable land,Gg N,220.32150752889294,Estimated
12554,RS,Serbia,2008,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12555,RS,Serbia,2008,Q_PC,quantity applied on permanent crops,Gg N,8.969912471107044,Estimated
12556,RS,Serbia,2009,Q,total quantity of synthetic N fertilizer applied,Gg N,337.82858,filled (b)
12557,RS,Serbia,2009,Q_AL,quantity applied on arable land,Gg N,324.44044182730596,Estimated
12558,RS,Serbia,2009,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12559,RS,Serbia,2009,Q_PC,quantity applied on permanent crops,Gg N,13.388138172694019,Estimated
12560,RS,Serbia,2010,Q,total quantity of synthetic N fertilizer applied,Gg N,213.80535,filled (b)
12561,RS,Serbia,2010,Q_AL,quantity applied on arable land,Gg N,205.3802270439948,Estimated
12562,RS,Serbia,2010,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12563,RS,Serbia,2010,Q_PC,quantity applied on permanent crops,Gg N,8.425122956005199,Estimated
12564,RS,Serbia,2011,Q,total quantity of synthetic N fertilizer applied,Gg N,246.7031,filled (b)
12565,RS,Serbia,2011,Q_AL,quantity applied on arable land,Gg N,237.04351764187527,Estimated
12566,RS,Serbia,2011,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12567,RS,Serbia,2011,Q_PC,quantity applied on permanent crops,Gg N,9.659582358124727,Estimated
12568,RS,Serbia,2012,Q,total quantity of synthetic N fertilizer applied,Gg N,356.91633,filled (b)
12569,RS,Serbia,2012,Q_AL,quantity applied on arable land,Gg N,342.42450512328014,Estimated
12570,RS,Serbia,2012,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12571,RS,Serbia,2012,Q_PC,quantity applied on permanent crops,Gg N,14.491824876719866,Estimated
12572,RS,Serbia,2013,Q,total quantity of synthetic N fertilizer applied,Gg N,340.73539,filled (b)
12573,RS,Serbia,2013,Q_AL,quantity applied on arable land,Gg N,327.1265457608323,Estimated
12574,RS,Serbia,2013,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12575,RS,Serbia,2013,Q_PC,quantity applied on permanent crops,Gg N,13.608844239167684,Estimated
12576,RS,Serbia,2014,Q,total quantity of synthetic N fertilizer applied,Gg N,210.02809,filled (b)
12577,RS,Serbia,2014,Q_AL,quantity applied on arable land,Gg N,201.80841811023328,Estimated
12578,RS,Serbia,2014,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12579,RS,Serbia,2014,Q_PC,quantity applied on permanent crops,Gg N,8.219671889766726,Estimated
12580,RS,Serbia,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,192.0097,filled (b)
12581,RS,Serbia,2015,Q_AL,quantity applied on arable land,Gg N,184.26111324310392,Estimated
12582,RS,Serbia,2015,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12583,RS,Serbia,2015,Q_PC,quantity applied on permanent crops,Gg N,7.748586756896088,Estimated
12584,RS,Serbia,2016,Q,total quantity of synthetic N fertilizer applied,Gg N,235.91178,filled (b)
12585,RS,Serbia,2016,Q_AL,quantity applied on arable land,Gg N,226.54440012726306,Estimated
12586,RS,Serbia,2016,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12587,RS,Serbia,2016,Q_PC,quantity applied on permanent crops,Gg N,9.367379872736935,Estimated
12588,RS,Serbia,2017,Q,total quantity of synthetic N fertilizer applied,Gg N,217.3174,filled (b)
12589,RS,Serbia,2017,Q_AL,quantity applied on arable land,Gg N,208.1885350764134,Estimated
12590,RS,Serbia,2017,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12591,RS,Serbia,2017,Q_PC,quantity applied on permanent crops,Gg N,9.128864923586617,Estimated
12592,RS,Serbia,2018,Q,total quantity of synthetic N fertilizer applied,Gg N,116.15717,filled (b)
12593,RS,Serbia,2018,Q_AL,quantity applied on arable land,Gg N,111.27184361333954,Estimated
12594,RS,Serbia,2018,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12595,RS,Serbia,2018,Q_PC,quantity applied on permanent crops,Gg N,4.885326386660452,Estimated
12596,RS,Serbia,2019,Q,total quantity of synthetic N fertilizer applied,Gg N,130.23389,filled (b)
12597,RS,Serbia,2019,Q_AL,quantity applied on arable land,Gg N,124.67998275191084,Estimated
12598,RS,Serbia,2019,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12599,RS,Serbia,2019,Q_PC,quantity applied on permanent crops,Gg N,5.553907248089163,Estimated
12600,SE1,Östra Sverige,1990,Q,total quantity of synthetic N fertilizer applied,Gg N,63.71761642195128,filled (b)
12601,SE1,Östra Sverige,1990,Q_AL,quantity applied on arable land,Gg N,63.71761642195128,Estimated
12602,SE1,Östra Sverige,1990,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12603,SE1,Östra Sverige,1990,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12604,SE1,Östra Sverige,1991,Q,total quantity of synthetic N fertilizer applied,Gg N,55.6772234411239,filled (b)
12605,SE1,Östra Sverige,1991,Q_AL,quantity applied on arable land,Gg N,55.6772234411239,Estimated
12606,SE1,Östra Sverige,1991,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12607,SE1,Östra Sverige,1991,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12608,SE1,Östra Sverige,1992,Q,total quantity of synthetic N fertilizer applied,Gg N,62.23870898416921,filled (b)
12609,SE1,Östra Sverige,1992,Q_AL,quantity applied on arable land,Gg N,62.23870898416921,Estimated
12610,SE1,Östra Sverige,1992,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12611,SE1,Östra Sverige,1992,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12612,SE1,Östra Sverige,1993,Q,total quantity of synthetic N fertilizer applied,Gg N,68.0917394786718,filled (b)
12613,SE1,Östra Sverige,1993,Q_AL,quantity applied on arable land,Gg N,68.0917394786718,Estimated
12614,SE1,Östra Sverige,1993,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12615,SE1,Östra Sverige,1993,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12616,SE1,Östra Sverige,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,65.00661938410444,filled (b)
12617,SE1,Östra Sverige,1994,Q_AL,quantity applied on arable land,Gg N,65.00661938410444,Estimated
12618,SE1,Östra Sverige,1994,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12619,SE1,Östra Sverige,1994,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12620,SE1,Östra Sverige,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,58.105051341121445,filled (b)
12621,SE1,Östra Sverige,1995,Q_AL,quantity applied on arable land,Gg N,58.105051341121445,Estimated
12622,SE1,Östra Sverige,1995,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12623,SE1,Östra Sverige,1995,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12624,SE1,Östra Sverige,1996,Q,total quantity of synthetic N fertilizer applied,Gg N,62.52823054606306,filled (b)
12625,SE1,Östra Sverige,1996,Q_AL,quantity applied on arable land,Gg N,62.52823054606306,Estimated
12626,SE1,Östra Sverige,1996,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12627,SE1,Östra Sverige,1996,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12628,SE1,Östra Sverige,1997,Q,total quantity of synthetic N fertilizer applied,Gg N,62.29739578725581,filled (b)
12629,SE1,Östra Sverige,1997,Q_AL,quantity applied on arable land,Gg N,62.29739578725581,Estimated
12630,SE1,Östra Sverige,1997,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12631,SE1,Östra Sverige,1997,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12632,SE1,Östra Sverige,1998,Q,total quantity of synthetic N fertilizer applied,Gg N,58.98776105113667,filled (b)
12633,SE1,Östra Sverige,1998,Q_AL,quantity applied on arable land,Gg N,58.98776105113667,Estimated
12634,SE1,Östra Sverige,1998,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12635,SE1,Östra Sverige,1998,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12636,SE1,Östra Sverige,1999,Q,total quantity of synthetic N fertilizer applied,Gg N,59.28871901568328,filled (b)
12637,SE1,Östra Sverige,1999,Q_AL,quantity applied on arable land,Gg N,59.28871901568328,Estimated
12638,SE1,Östra Sverige,1999,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12639,SE1,Östra Sverige,1999,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12640,SE1,Östra Sverige,2000,Q,total quantity of synthetic N fertilizer applied,Gg N,57.00143848512901,filled (a)
12641,SE1,Östra Sverige,2000,Q_AL,quantity applied on arable land,Gg N,57.00143848512901,Estimated
12642,SE1,Östra Sverige,2000,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12643,SE1,Östra Sverige,2000,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12644,SE1,Östra Sverige,2001,Q,total quantity of synthetic N fertilizer applied,Gg N,59.258623219228625,filled (a)
12645,SE1,Östra Sverige,2001,Q_AL,quantity applied on arable land,Gg N,59.258623219228625,Estimated
12646,SE1,Östra Sverige,2001,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12647,SE1,Östra Sverige,2001,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12648,SE1,Östra Sverige,2002,Q,total quantity of synthetic N fertilizer applied,Gg N,55.61703184821458,filled (a)
12649,SE1,Östra Sverige,2002,Q_AL,quantity applied on arable land,Gg N,55.61703184821458,Estimated
12650,SE1,Östra Sverige,2002,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12651,SE1,Östra Sverige,2002,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12652,SE1,Östra Sverige,2003,Q,total quantity of synthetic N fertilizer applied,Gg N,54.20252941484548,filled (a)
12653,SE1,Östra Sverige,2003,Q_AL,quantity applied on arable land,Gg N,54.20252941484548,Estimated
12654,SE1,Östra Sverige,2003,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12655,SE1,Östra Sverige,2003,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12656,SE1,Östra Sverige,2004,Q,total quantity of synthetic N fertilizer applied,Gg N,53.20936813184165,filled (a)
12657,SE1,Östra Sverige,2004,Q_AL,quantity applied on arable land,Gg N,53.20936813184165,Estimated
12658,SE1,Östra Sverige,2004,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12659,SE1,Östra Sverige,2004,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12660,SE1,Östra Sverige,2005,Q,total quantity of synthetic N fertilizer applied,Gg N,48.60471127427843,filled (a)
12661,SE1,Östra Sverige,2005,Q_AL,quantity applied on arable land,Gg N,48.60471127427843,Estimated
12662,SE1,Östra Sverige,2005,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12663,SE1,Östra Sverige,2005,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12664,SE1,Östra Sverige,2006,Q,total quantity of synthetic N fertilizer applied,Gg N,48.24356171682249,filled (a)
12665,SE1,Östra Sverige,2006,Q_AL,quantity applied on arable land,Gg N,48.24356171682249,Estimated
12666,SE1,Östra Sverige,2006,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12667,SE1,Östra Sverige,2006,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12668,SE1,Östra Sverige,2007,Q,total quantity of synthetic N fertilizer applied,Gg N,50.290075875739475,filled (a)
12669,SE1,Östra Sverige,2007,Q_AL,quantity applied on arable land,Gg N,50.290075875739475,Estimated
12670,SE1,Östra Sverige,2007,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12671,SE1,Östra Sverige,2007,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12672,SE1,Östra Sverige,2008,Q,total quantity of synthetic N fertilizer applied,Gg N,56.128660387943825,filled (a)
12673,SE1,Östra Sverige,2008,Q_AL,quantity applied on arable land,Gg N,56.128660387943825,Estimated
12674,SE1,Östra Sverige,2008,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12675,SE1,Östra Sverige,2008,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12676,SE1,Östra Sverige,2009,Q,total quantity of synthetic N fertilizer applied,Gg N,42.856414151438074,filled (a)
12677,SE1,Östra Sverige,2009,Q_AL,quantity applied on arable land,Gg N,42.856414151438074,Estimated
12678,SE1,Östra Sverige,2009,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12679,SE1,Östra Sverige,2009,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12680,SE1,Östra Sverige,2010,Q,total quantity of synthetic N fertilizer applied,Gg N,50.560938043831435,filled (a)
12681,SE1,Östra Sverige,2010,Q_AL,quantity applied on arable land,Gg N,50.560938043831435,Estimated
12682,SE1,Östra Sverige,2010,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12683,SE1,Östra Sverige,2010,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12684,SE1,Östra Sverige,2011,Q,total quantity of synthetic N fertilizer applied,Gg N,51.102662380015346,filled (a)
12685,SE1,Östra Sverige,2011,Q_AL,quantity applied on arable land,Gg N,51.102662380015346,Estimated
12686,SE1,Östra Sverige,2011,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12687,SE1,Östra Sverige,2011,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12688,SE1,Östra Sverige,2012,Q,total quantity of synthetic N fertilizer applied,Gg N,44.3,unprocessed
12689,SE1,Östra Sverige,2012,Q_AL,quantity applied on arable land,Gg N,44.3,Estimated
12690,SE1,Östra Sverige,2012,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12691,SE1,Östra Sverige,2012,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12692,SE1,Östra Sverige,2013,Q,total quantity of synthetic N fertilizer applied,Gg N,44.5,unprocessed
12693,SE1,Östra Sverige,2013,Q_AL,quantity applied on arable land,Gg N,44.5,Estimated
12694,SE1,Östra Sverige,2013,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12695,SE1,Östra Sverige,2013,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12696,SE1,Östra Sverige,2014,Q,total quantity of synthetic N fertilizer applied,Gg N,50.7,unprocessed
12697,SE1,Östra Sverige,2014,Q_AL,quantity applied on arable land,Gg N,50.7,Estimated
12698,SE1,Östra Sverige,2014,Q_PG,quantity applied on permanent grassland,Gg N,0.0,Estimated
12699,SE1,Östra Sverige,2014,Q_PC,quantity applied on permanent crops,Gg N,0.0,Estimated
12700,SE1,Östra Sverige,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,55.5,unprocessed
12701,SE1,Östra Sverige,2015,Q_AL,quantity applied on arable land,Gg N,55.5,Estimated
