,region,region name,crop,year,symbol,label,unit,value,confidence
153240,UKG,West Midlands England,Other cereals,2010,A,harvested area,Mha,0.027413715916936,interpolated
153241,UKG,West Midlands England,Other cereals,2010,H,harvested quantity,Gg N,3.4609877118150254,interpolated
153242,UKG,West Midlands England,Other cereals,2010,Y,yield,kg N / ha,126.25022168836482,calculated
153243,UKG,West Midlands England,Other cereals,2011,A,harvested area,Mha,0.027413715916936,interpolated
153244,UKG,West Midlands England,Other cereals,2011,H,harvested quantity,Gg N,3.4609877118150254,interpolated
153245,UKG,West Midlands England,Other cereals,2011,Y,yield,kg N / ha,126.25022168836482,calculated
153246,UKG,West Midlands England,Other cereals,2012,A,harvested area,Mha,0.027413715916936,interpolated
153247,UKG,West Midlands England,Other cereals,2012,H,harvested quantity,Gg N,3.4609877118150254,interpolated
153248,UKG,West Midlands England,Other cereals,2012,Y,yield,kg N / ha,126.25022168836482,calculated
153249,UKG,West Midlands England,Other cereals,2013,A,harvested area,Mha,0.027413715916936,interpolated
153250,UKG,West Midlands England,Other cereals,2013,H,harvested quantity,Gg N,3.4609877118150254,interpolated
153251,UKG,West Midlands England,Other cereals,2013,Y,yield,kg N / ha,126.25022168836482,calculated
153252,UKG,West Midlands England,Other cereals,2014,A,harvested area,Mha,0.027413715916936,interpolated
153253,UKG,West Midlands England,Other cereals,2014,H,harvested quantity,Gg N,3.4609877118150254,interpolated
153254,UKG,West Midlands England,Other cereals,2014,Y,yield,kg N / ha,126.25022168836482,calculated
153255,UKG,West Midlands England,Other cereals,2015,A,harvested area,Mha,0.027413715916936,filled (c)
153256,UKG,West Midlands England,Other cereals,2015,H,harvested quantity,Gg N,3.4609877118150254,filled (c)
153257,UKG,West Midlands England,Other cereals,2015,Y,yield,kg N / ha,126.25022168836482,calculated
153258,UKG,West Midlands England,Other cereals,2016,A,harvested area,Mha,0.0277143178311089,filled (c)
153259,UKG,West Midlands England,Other cereals,2016,H,harvested quantity,Gg N,3.0765989883826466,filled (c)
153260,UKG,West Midlands England,Other cereals,2016,Y,yield,kg N / ha,111.01117505873485,calculated
153261,UKG,West Midlands England,Other cereals,2017,A,harvested area,Mha,0.0309658226165411,filled (c)
153262,UKG,West Midlands England,Other cereals,2017,H,harvested quantity,Gg N,3.325293465327155,filled (c)
153263,UKG,West Midlands England,Other cereals,2017,Y,yield,kg N / ha,107.38592371677778,calculated
153264,UKG,West Midlands England,Other cereals,2018,A,harvested area,Mha,0.0320351605109509,filled (c)
153265,UKG,West Midlands England,Other cereals,2018,H,harvested quantity,Gg N,3.365712874354873,filled (c)
153266,UKG,West Midlands England,Other cereals,2018,Y,yield,kg N / ha,105.06308757854788,calculated
153267,UKG,West Midlands England,Other cereals,2019,A,harvested area,Mha,0.0321228015962652,filled (c)
153268,UKG,West Midlands England,Other cereals,2019,H,harvested quantity,Gg N,3.912363632358348,filled (c)
153269,UKG,West Midlands England,Other cereals,2019,Y,yield,kg N / ha,121.79397306408117,calculated
153270,UKG,West Midlands England,Other permanent crops,1990,A,harvested area,Mha,0.0,unprocessed
153271,UKG,West Midlands England,Other permanent crops,1990,H,harvested quantity,Gg N,0.0,unprocessed
153272,UKG,West Midlands England,Other permanent crops,1990,Y,yield,kg N / ha,0.0,calculated
153273,UKG,West Midlands England,Other permanent crops,1991,A,harvested area,Mha,0.0,unprocessed
153274,UKG,West Midlands England,Other permanent crops,1991,H,harvested quantity,Gg N,0.0,unprocessed
153275,UKG,West Midlands England,Other permanent crops,1991,Y,yield,kg N / ha,0.0,calculated
153276,UKG,West Midlands England,Other permanent crops,1992,A,harvested area,Mha,0.0,unprocessed
153277,UKG,West Midlands England,Other permanent crops,1992,H,harvested quantity,Gg N,0.0,unprocessed
153278,UKG,West Midlands England,Other permanent crops,1992,Y,yield,kg N / ha,0.0,calculated
153279,UKG,West Midlands England,Other permanent crops,1993,A,harvested area,Mha,0.0,unprocessed
153280,UKG,West Midlands England,Other permanent crops,1993,H,harvested quantity,Gg N,0.0,unprocessed
153281,UKG,West Midlands England,Other permanent crops,1993,Y,yield,kg N / ha,0.0,calculated
153282,UKG,West Midlands England,Other permanent crops,1994,A,harvested area,Mha,0.0,unprocessed
153283,UKG,West Midlands England,Other permanent crops,1994,H,harvested quantity,Gg N,0.0,unprocessed
153284,UKG,West Midlands England,Other permanent crops,1994,Y,yield,kg N / ha,0.0,calculated
153285,UKG,West Midlands England,Other permanent crops,1995,A,harvested area,Mha,0.0,unprocessed
153286,UKG,West Midlands England,Other permanent crops,1995,H,harvested quantity,Gg N,0.0,unprocessed
153287,UKG,West Midlands England,Other permanent crops,1995,Y,yield,kg N / ha,0.0,calculated
153288,UKG,West Midlands England,Other permanent crops,1996,A,harvested area,Mha,0.0,unprocessed
153289,UKG,West Midlands England,Other permanent crops,1996,H,harvested quantity,Gg N,0.0,unprocessed
153290,UKG,West Midlands England,Other permanent crops,1996,Y,yield,kg N / ha,0.0,calculated
153291,UKG,West Midlands England,Other permanent crops,1997,A,harvested area,Mha,0.0,unprocessed
153292,UKG,West Midlands England,Other permanent crops,1997,H,harvested quantity,Gg N,0.0,unprocessed
153293,UKG,West Midlands England,Other permanent crops,1997,Y,yield,kg N / ha,0.0,calculated
153294,UKG,West Midlands England,Other permanent crops,1998,A,harvested area,Mha,0.0,unprocessed
153295,UKG,West Midlands England,Other permanent crops,1998,H,harvested quantity,Gg N,0.0,unprocessed
153296,UKG,West Midlands England,Other permanent crops,1998,Y,yield,kg N / ha,0.0,calculated
153297,UKG,West Midlands England,Other permanent crops,1999,A,harvested area,Mha,0.0,unprocessed
153298,UKG,West Midlands England,Other permanent crops,1999,H,harvested quantity,Gg N,0.0,unprocessed
153299,UKG,West Midlands England,Other permanent crops,1999,Y,yield,kg N / ha,0.0,calculated
153300,UKG,West Midlands England,Other permanent crops,2000,A,harvested area,Mha,0.0,unprocessed
153301,UKG,West Midlands England,Other permanent crops,2000,H,harvested quantity,Gg N,0.0,unprocessed
153302,UKG,West Midlands England,Other permanent crops,2000,Y,yield,kg N / ha,0.0,calculated
153303,UKG,West Midlands England,Other permanent crops,2001,A,harvested area,Mha,0.0,unprocessed
153304,UKG,West Midlands England,Other permanent crops,2001,H,harvested quantity,Gg N,0.0,unprocessed
153305,UKG,West Midlands England,Other permanent crops,2001,Y,yield,kg N / ha,0.0,calculated
153306,UKG,West Midlands England,Other permanent crops,2002,A,harvested area,Mha,0.0,unprocessed
153307,UKG,West Midlands England,Other permanent crops,2002,H,harvested quantity,Gg N,0.0,unprocessed
153308,UKG,West Midlands England,Other permanent crops,2002,Y,yield,kg N / ha,0.0,calculated
153309,UKG,West Midlands England,Other permanent crops,2003,A,harvested area,Mha,0.0,unprocessed
153310,UKG,West Midlands England,Other permanent crops,2003,H,harvested quantity,Gg N,0.0,unprocessed
153311,UKG,West Midlands England,Other permanent crops,2003,Y,yield,kg N / ha,0.0,calculated
153312,UKG,West Midlands England,Other permanent crops,2004,A,harvested area,Mha,0.0,unprocessed
153313,UKG,West Midlands England,Other permanent crops,2004,H,harvested quantity,Gg N,0.0,unprocessed
153314,UKG,West Midlands England,Other permanent crops,2004,Y,yield,kg N / ha,0.0,calculated
153315,UKG,West Midlands England,Other permanent crops,2005,A,harvested area,Mha,0.0,unprocessed
153316,UKG,West Midlands England,Other permanent crops,2005,H,harvested quantity,Gg N,0.0,unprocessed
153317,UKG,West Midlands England,Other permanent crops,2005,Y,yield,kg N / ha,0.0,calculated
153318,UKG,West Midlands England,Other permanent crops,2006,A,harvested area,Mha,0.0,unprocessed
153319,UKG,West Midlands England,Other permanent crops,2006,H,harvested quantity,Gg N,0.0,unprocessed
153320,UKG,West Midlands England,Other permanent crops,2006,Y,yield,kg N / ha,0.0,calculated
153321,UKG,West Midlands England,Other permanent crops,2007,A,harvested area,Mha,0.0,unprocessed
153322,UKG,West Midlands England,Other permanent crops,2007,H,harvested quantity,Gg N,0.0,unprocessed
153323,UKG,West Midlands England,Other permanent crops,2007,Y,yield,kg N / ha,0.0,calculated
153324,UKG,West Midlands England,Other permanent crops,2008,A,harvested area,Mha,0.0,unprocessed
153325,UKG,West Midlands England,Other permanent crops,2008,H,harvested quantity,Gg N,0.0,unprocessed
153326,UKG,West Midlands England,Other permanent crops,2008,Y,yield,kg N / ha,0.0,calculated
153327,UKG,West Midlands England,Other permanent crops,2009,A,harvested area,Mha,0.0,unprocessed
153328,UKG,West Midlands England,Other permanent crops,2009,H,harvested quantity,Gg N,0.0,unprocessed
153329,UKG,West Midlands England,Other permanent crops,2009,Y,yield,kg N / ha,0.0,calculated
153330,UKG,West Midlands England,Other permanent crops,2010,A,harvested area,Mha,0.0,unprocessed
153331,UKG,West Midlands England,Other permanent crops,2010,H,harvested quantity,Gg N,0.0,unprocessed
153332,UKG,West Midlands England,Other permanent crops,2010,Y,yield,kg N / ha,0.0,calculated
153333,UKG,West Midlands England,Other permanent crops,2011,A,harvested area,Mha,0.0,unprocessed
153334,UKG,West Midlands England,Other permanent crops,2011,H,harvested quantity,Gg N,0.0,unprocessed
153335,UKG,West Midlands England,Other permanent crops,2011,Y,yield,kg N / ha,0.0,calculated
153336,UKG,West Midlands England,Other permanent crops,2012,A,harvested area,Mha,0.0,unprocessed
153337,UKG,West Midlands England,Other permanent crops,2012,H,harvested quantity,Gg N,0.0,unprocessed
153338,UKG,West Midlands England,Other permanent crops,2012,Y,yield,kg N / ha,0.0,calculated
153339,UKG,West Midlands England,Other permanent crops,2013,A,harvested area,Mha,0.0,unprocessed
153340,UKG,West Midlands England,Other permanent crops,2013,H,harvested quantity,Gg N,0.0,unprocessed
153341,UKG,West Midlands England,Other permanent crops,2013,Y,yield,kg N / ha,0.0,calculated
153342,UKG,West Midlands England,Other permanent crops,2014,A,harvested area,Mha,0.0,unprocessed
153343,UKG,West Midlands England,Other permanent crops,2014,H,harvested quantity,Gg N,0.0,unprocessed
153344,UKG,West Midlands England,Other permanent crops,2014,Y,yield,kg N / ha,0.0,calculated
153345,UKG,West Midlands England,Other permanent crops,2015,A,harvested area,Mha,0.0,unprocessed
153346,UKG,West Midlands England,Other permanent crops,2015,H,harvested quantity,Gg N,0.0,unprocessed
153347,UKG,West Midlands England,Other permanent crops,2015,Y,yield,kg N / ha,0.0,calculated
153348,UKG,West Midlands England,Other permanent crops,2016,A,harvested area,Mha,0.0,unprocessed
153349,UKG,West Midlands England,Other permanent crops,2016,H,harvested quantity,Gg N,0.0,unprocessed
153350,UKG,West Midlands England,Other permanent crops,2016,Y,yield,kg N / ha,0.0,calculated
153351,UKG,West Midlands England,Other permanent crops,2017,A,harvested area,Mha,0.0,unprocessed
153352,UKG,West Midlands England,Other permanent crops,2017,H,harvested quantity,Gg N,0.0,unprocessed
153353,UKG,West Midlands England,Other permanent crops,2017,Y,yield,kg N / ha,0.0,calculated
153354,UKG,West Midlands England,Other permanent crops,2018,A,harvested area,Mha,0.0,unprocessed
153355,UKG,West Midlands England,Other permanent crops,2018,H,harvested quantity,Gg N,0.0,unprocessed
153356,UKG,West Midlands England,Other permanent crops,2018,Y,yield,kg N / ha,0.0,calculated
153357,UKG,West Midlands England,Other permanent crops,2019,A,harvested area,Mha,0.0,unprocessed
153358,UKG,West Midlands England,Other permanent crops,2019,H,harvested quantity,Gg N,0.0,unprocessed
153359,UKG,West Midlands England,Other permanent crops,2019,Y,yield,kg N / ha,0.0,calculated
153360,UKG,West Midlands England,Potatoes,1990,A,harvested area,Mha,0.0212,unprocessed
153361,UKG,West Midlands England,Potatoes,1990,H,harvested quantity,Gg N,1.9186752355642391,filled (a)
153362,UKG,West Midlands England,Potatoes,1990,Y,yield,kg N / ha,90.50354884736977,calculated
153363,UKG,West Midlands England,Potatoes,1991,A,harvested area,Mha,0.0209,unprocessed
153364,UKG,West Midlands England,Potatoes,1991,H,harvested quantity,Gg N,1.864718909208772,filled (a)
153365,UKG,West Midlands England,Potatoes,1991,Y,yield,kg N / ha,89.2210004406111,calculated
153366,UKG,West Midlands England,Potatoes,1992,A,harvested area,Mha,0.0221,unprocessed
153367,UKG,West Midlands England,Potatoes,1992,H,harvested quantity,Gg N,2.291091183778603,filled (a)
153368,UKG,West Midlands England,Potatoes,1992,Y,yield,kg N / ha,103.66928433387343,calculated
153369,UKG,West Midlands England,Potatoes,1993,A,harvested area,Mha,0.0213,unprocessed
153370,UKG,West Midlands England,Potatoes,1993,H,harvested quantity,Gg N,2.074092914740312,filled (a)
153371,UKG,West Midlands England,Potatoes,1993,Y,yield,kg N / ha,97.3752542131602,calculated
153372,UKG,West Midlands England,Potatoes,1994,A,harvested area,Mha,0.0206,unprocessed
153373,UKG,West Midlands England,Potatoes,1994,H,harvested quantity,Gg N,1.9177955128519215,filled (a)
153374,UKG,West Midlands England,Potatoes,1994,Y,yield,kg N / ha,93.09686955591852,calculated
153375,UKG,West Midlands England,Potatoes,1995,A,harvested area,Mha,0.0218,unprocessed
153376,UKG,West Midlands England,Potatoes,1995,H,harvested quantity,Gg N,1.8785012317017449,filled (a)
153377,UKG,West Midlands England,Potatoes,1995,Y,yield,kg N / ha,86.16978127072224,calculated
153378,UKG,West Midlands England,Potatoes,1996,A,harvested area,Mha,0.0226999999999999,unprocessed
153379,UKG,West Midlands England,Potatoes,1996,H,harvested quantity,Gg N,2.1186655321643935,filled (a)
153380,UKG,West Midlands England,Potatoes,1996,Y,yield,kg N / ha,93.33328335526004,calculated
153381,UKG,West Midlands England,Potatoes,1997,A,harvested area,Mha,0.0212,unprocessed
153382,UKG,West Midlands England,Potatoes,1997,H,harvested quantity,Gg N,2.0893414417538136,filled (a)
153383,UKG,West Midlands England,Potatoes,1997,Y,yield,kg N / ha,98.55384159216102,calculated
153384,UKG,West Midlands England,Potatoes,1998,A,harvested area,Mha,0.0202,unprocessed
153385,UKG,West Midlands England,Potatoes,1998,H,harvested quantity,Gg N,1.8817268816469084,filled (a)
153386,UKG,West Midlands England,Potatoes,1998,Y,yield,kg N / ha,93.15479612113408,calculated
153387,UKG,West Midlands England,Potatoes,1999,A,harvested area,Mha,0.0229,unprocessed
153388,UKG,West Midlands England,Potatoes,1999,H,harvested quantity,Gg N,2.082010419151169,filled (a)
153389,UKG,West Midlands England,Potatoes,1999,Y,yield,kg N / ha,90.91748555245279,calculated
153390,UKG,West Midlands England,Potatoes,2000,A,harvested area,Mha,0.0196,unprocessed
153391,UKG,West Midlands England,Potatoes,2000,H,harvested quantity,Gg N,1.9309913535366825,filled (a)
153392,UKG,West Midlands England,Potatoes,2000,Y,yield,kg N / ha,98.51996701717768,calculated
153393,UKG,West Midlands England,Potatoes,2001,A,harvested area,Mha,0.0195,unprocessed
153394,UKG,West Midlands England,Potatoes,2001,H,harvested quantity,Gg N,1.9497880954898643,filled (a)
153395,UKG,West Midlands England,Potatoes,2001,Y,yield,kg N / ha,99.98913310204432,calculated
153396,UKG,West Midlands England,Potatoes,2002,A,harvested area,Mha,0.0181,unprocessed
153397,UKG,West Midlands England,Potatoes,2002,H,harvested quantity,Gg N,2.0428627584530448,filled (a)
153398,UKG,West Midlands England,Potatoes,2002,Y,yield,kg N / ha,112.86534577088644,calculated
153399,UKG,West Midlands England,Potatoes,2003,A,harvested area,Mha,0.0163999999999999,unprocessed
153400,UKG,West Midlands England,Potatoes,2003,H,harvested quantity,Gg N,1.7354583186789363,filled (a)
153401,UKG,West Midlands England,Potatoes,2003,Y,yield,kg N / ha,105.82062918774066,calculated
153402,UKG,West Midlands England,Potatoes,2004,A,harvested area,Mha,0.0173,unprocessed
153403,UKG,West Midlands England,Potatoes,2004,H,harvested quantity,Gg N,1.8522561707842755,filled (a)
153404,UKG,West Midlands England,Potatoes,2004,Y,yield,kg N / ha,107.066830681172,calculated
153405,UKG,West Midlands England,Potatoes,2005,A,harvested area,Mha,0.0163999999999999,unprocessed
153406,UKG,West Midlands England,Potatoes,2005,H,harvested quantity,Gg N,1.7532873656485688,filled (a)
153407,UKG,West Midlands England,Potatoes,2005,Y,yield,kg N / ha,106.9077661980841,calculated
153408,UKG,West Midlands England,Potatoes,2006,A,harvested area,Mha,0.0163999999999999,unprocessed
153409,UKG,West Midlands England,Potatoes,2006,H,harvested quantity,Gg N,1.6793906578139075,filled (a)
153410,UKG,West Midlands England,Potatoes,2006,Y,yield,kg N / ha,102.40186937889742,calculated
153411,UKG,West Midlands England,Potatoes,2007,A,harvested area,Mha,0.0162,unprocessed
153412,UKG,West Midlands England,Potatoes,2007,H,harvested quantity,Gg N,1.6315923904446623,filled (a)
153413,UKG,West Midlands England,Potatoes,2007,Y,yield,kg N / ha,100.71557965707792,calculated
153414,UKG,West Midlands England,Potatoes,2008,A,harvested area,Mha,0.0165,unprocessed
153415,UKG,West Midlands England,Potatoes,2008,H,harvested quantity,Gg N,1.8019653557301312,filled (a)
153416,UKG,West Midlands England,Potatoes,2008,Y,yield,kg N / ha,109.21002155940188,calculated
153417,UKG,West Midlands England,Potatoes,2009,A,harvested area,Mha,0.0164948008559511,filled (a)
153418,UKG,West Midlands England,Potatoes,2009,H,harvested quantity,Gg N,1.876448545373004,filled (a)
153419,UKG,West Midlands England,Potatoes,2009,Y,yield,kg N / ha,113.76000000000043,calculated
153420,UKG,West Midlands England,Potatoes,2010,A,harvested area,Mha,0.0158075174869532,filled (a)
153421,UKG,West Midlands England,Potatoes,2010,H,harvested quantity,Gg N,1.772934506223657,filled (a)
153422,UKG,West Midlands England,Potatoes,2010,Y,yield,kg N / ha,112.15768115942025,calculated
153423,UKG,West Midlands England,Potatoes,2011,A,harvested area,Mha,0.0167238953122838,filled (a)
153424,UKG,West Midlands England,Potatoes,2011,H,harvested quantity,Gg N,1.7641372791004832,filled (a)
153425,UKG,West Midlands England,Potatoes,2011,Y,yield,kg N / ha,105.48602739726039,calculated
153426,UKG,West Midlands England,Potatoes,2012,A,harvested area,Mha,0.0170675369967828,filled (a)
153427,UKG,West Midlands England,Potatoes,2012,H,harvested quantity,Gg N,1.3351258363937002,filled (a)
153428,UKG,West Midlands England,Potatoes,2012,Y,yield,kg N / ha,78.22604026845637,calculated
153429,UKG,West Midlands England,Potatoes,2013,A,harvested area,Mha,0.0159220647151195,filled (a)
153430,UKG,West Midlands England,Potatoes,2013,H,harvested quantity,Gg N,1.667074539841464,filled (a)
153431,UKG,West Midlands England,Potatoes,2013,Y,yield,kg N / ha,104.70215827338143,calculated
153432,UKG,West Midlands England,Potatoes,2014,A,harvested area,Mha,0.0161511591714521,filled (a)
153433,UKG,West Midlands England,Potatoes,2014,H,harvested quantity,Gg N,1.7362793932104326,filled (a)
153434,UKG,West Midlands England,Potatoes,2014,Y,yield,kg N / ha,107.50184397163173,calculated
153435,UKG,West Midlands England,Potatoes,2015,A,harvested area,Mha,0.014,unprocessed
153436,UKG,West Midlands England,Potatoes,2015,H,harvested quantity,Gg N,1.6415625811842594,filled (a)
153437,UKG,West Midlands England,Potatoes,2015,Y,yield,kg N / ha,117.25447008458995,calculated
153438,UKG,West Midlands England,Potatoes,2016,A,harvested area,Mha,0.013,unprocessed
153439,UKG,West Midlands England,Potatoes,2016,H,harvested quantity,Gg N,1.5755833777604549,filled (a)
153440,UKG,West Midlands England,Potatoes,2016,Y,yield,kg N / ha,121.19872136618885,calculated
153441,UKG,West Midlands England,Potatoes,2017,A,harvested area,Mha,0.0149,unprocessed
153442,UKG,West Midlands England,Potatoes,2017,H,harvested quantity,Gg N,1.8233719417298544,filled (a)
153443,UKG,West Midlands England,Potatoes,2017,Y,yield,kg N / ha,122.3739558207956,calculated
153444,UKG,West Midlands England,Potatoes,2018,A,harvested area,Mha,0.015,unprocessed
153445,UKG,West Midlands England,Potatoes,2018,H,harvested quantity,Gg N,1.4744152658439544,filled (a)
153446,UKG,West Midlands England,Potatoes,2018,Y,yield,kg N / ha,98.29435105626364,calculated
153447,UKG,West Midlands England,Potatoes,2019,A,harvested area,Mha,0.01524,unprocessed
153448,UKG,West Midlands England,Potatoes,2019,H,harvested quantity,Gg N,1.5401012283636533,filled (a)
153449,UKG,West Midlands England,Potatoes,2019,Y,yield,kg N / ha,101.05651104748381,calculated
153450,UKG,West Midlands England,Pulses,1990,A,harvested area,Mha,0.0165967255503735,filled (a)
153451,UKG,West Midlands England,Pulses,1990,H,harvested quantity,Gg N,2.379642891098899,filled (a)
153452,UKG,West Midlands England,Pulses,1990,Y,yield,kg N / ha,143.3802640090862,calculated
153453,UKG,West Midlands England,Pulses,1991,A,harvested area,Mha,0.0156184969714804,filled (a)
153454,UKG,West Midlands England,Pulses,1991,H,harvested quantity,Gg N,2.007823689364696,filled (a)
153455,UKG,West Midlands England,Pulses,1991,Y,yield,kg N / ha,128.55421959174504,calculated
153456,UKG,West Midlands England,Pulses,1992,A,harvested area,Mha,0.0159086495160673,filled (a)
153457,UKG,West Midlands England,Pulses,1992,H,harvested quantity,Gg N,2.062258020498583,filled (a)
153458,UKG,West Midlands England,Pulses,1992,Y,yield,kg N / ha,129.6312435832947,calculated
153459,UKG,West Midlands England,Pulses,1993,A,harvested area,Mha,0.0188847856162592,filled (a)
153460,UKG,West Midlands England,Pulses,1993,H,harvested quantity,Gg N,2.7704992359618927,filled (a)
153461,UKG,West Midlands England,Pulses,1993,Y,yield,kg N / ha,146.70535807282772,calculated
153462,UKG,West Midlands England,Pulses,1994,A,harvested area,Mha,0.0175915342746717,filled (a)
153463,UKG,West Midlands England,Pulses,1994,H,harvested quantity,Gg N,2.2407312373310004,filled (a)
153464,UKG,West Midlands England,Pulses,1994,Y,yield,kg N / ha,127.37554339175556,calculated
153465,UKG,West Midlands England,Pulses,1995,A,harvested area,Mha,0.0148723904282568,filled (a)
153466,UKG,West Midlands England,Pulses,1995,H,harvested quantity,Gg N,1.7784856057350396,filled (a)
153467,UKG,West Midlands England,Pulses,1995,Y,yield,kg N / ha,119.583036386404,calculated
153468,UKG,West Midlands England,Pulses,1996,A,harvested area,Mha,0.0134879482869419,filled (a)
153469,UKG,West Midlands England,Pulses,1996,H,harvested quantity,Gg N,1.8100158740421,filled (a)
153470,UKG,West Midlands England,Pulses,1996,Y,yield,kg N / ha,134.19504846370387,calculated
153471,UKG,West Midlands England,Pulses,1997,A,harvested area,Mha,0.0147231691196121,filled (a)
153472,UKG,West Midlands England,Pulses,1997,H,harvested quantity,Gg N,2.1889740044496,filled (a)
153473,UKG,West Midlands England,Pulses,1997,Y,yield,kg N / ha,148.67546427445177,calculated
153474,UKG,West Midlands England,Pulses,1998,A,harvested area,Mha,0.0159749700976872,filled (a)
153475,UKG,West Midlands England,Pulses,1998,H,harvested quantity,Gg N,2.065530029473844,filled (a)
153476,UKG,West Midlands England,Pulses,1998,Y,yield,kg N / ha,129.2978964494515,calculated
153477,UKG,West Midlands England,Pulses,1999,A,harvested area,Mha,0.0152703139179761,filled (a)
153478,UKG,West Midlands England,Pulses,1999,H,harvested quantity,Gg N,2.202359495712031,filled (a)
153479,UKG,West Midlands England,Pulses,1999,Y,yield,kg N / ha,144.22489986400538,calculated
153480,UKG,West Midlands England,Pulses,2000,A,harvested area,Mha,0.0172350611484648,filled (a)
153481,UKG,West Midlands England,Pulses,2000,H,harvested quantity,Gg N,2.3415686048413167,filled (a)
153482,UKG,West Midlands England,Pulses,2000,Y,yield,kg N / ha,135.86076571883183,calculated
153483,UKG,West Midlands England,Pulses,2001,A,harvested area,Mha,0.0278999999999999,unprocessed
153484,UKG,West Midlands England,Pulses,2001,H,harvested quantity,Gg N,2.8790704428682803,filled (a)
153485,UKG,West Midlands England,Pulses,2001,Y,yield,kg N / ha,103.192488991695,calculated
153486,UKG,West Midlands England,Pulses,2002,A,harvested area,Mha,0.0235,unprocessed
153487,UKG,West Midlands England,Pulses,2002,H,harvested quantity,Gg N,2.74491807488258,filled (a)
153488,UKG,West Midlands England,Pulses,2002,Y,yield,kg N / ha,116.8050244630885,calculated
153489,UKG,West Midlands England,Pulses,2003,A,harvested area,Mha,0.0215,unprocessed
153490,UKG,West Midlands England,Pulses,2003,H,harvested quantity,Gg N,2.7077361547091594,filled (a)
153491,UKG,West Midlands England,Pulses,2003,Y,yield,kg N / ha,125.94121649810045,calculated
153492,UKG,West Midlands England,Pulses,2004,A,harvested area,Mha,0.019,unprocessed
153493,UKG,West Midlands England,Pulses,2004,H,harvested quantity,Gg N,2.606601331837456,filled (a)
153494,UKG,West Midlands England,Pulses,2004,Y,yield,kg N / ha,137.18954378091874,calculated
153495,UKG,West Midlands England,Pulses,2005,A,harvested area,Mha,0.0193999999999999,unprocessed
153496,UKG,West Midlands England,Pulses,2005,H,harvested quantity,Gg N,2.5610906615451903,filled (a)
153497,UKG,West Midlands England,Pulses,2005,Y,yield,kg N / ha,132.01498255387648,calculated
153498,UKG,West Midlands England,Pulses,2006,A,harvested area,Mha,0.0185,unprocessed
153499,UKG,West Midlands England,Pulses,2006,H,harvested quantity,Gg N,2.198195120652608,filled (a)
153500,UKG,West Midlands England,Pulses,2006,Y,yield,kg N / ha,118.82135787311395,calculated
153501,UKG,West Midlands England,Pulses,2007,A,harvested area,Mha,0.0126,unprocessed
153502,UKG,West Midlands England,Pulses,2007,H,harvested quantity,Gg N,1.353421894312499,filled (a)
153503,UKG,West Midlands England,Pulses,2007,Y,yield,kg N / ha,107.41443605654753,calculated
153504,UKG,West Midlands England,Pulses,2008,A,harvested area,Mha,0.0114,unprocessed
153505,UKG,West Midlands England,Pulses,2008,H,harvested quantity,Gg N,1.820426811690658,filled (a)
153506,UKG,West Midlands England,Pulses,2008,Y,yield,kg N / ha,159.68656242900508,calculated
153507,UKG,West Midlands England,Pulses,2009,A,harvested area,Mha,0.0189013657616642,filled (a)
153508,UKG,West Midlands England,Pulses,2009,H,harvested quantity,Gg N,2.4968403034855196,filled (a)
153509,UKG,West Midlands England,Pulses,2009,Y,yield,kg N / ha,132.09840680135494,calculated
153510,UKG,West Midlands England,Pulses,2010,A,harvested area,Mha,0.017,unprocessed
153511,UKG,West Midlands England,Pulses,2010,H,harvested quantity,Gg N,2.1625004772861245,filled (a)
153512,UKG,West Midlands England,Pulses,2010,Y,yield,kg N / ha,127.20591042859554,calculated
153513,UKG,West Midlands England,Pulses,2011,A,harvested area,Mha,0.013,unprocessed
153514,UKG,West Midlands England,Pulses,2011,H,harvested quantity,Gg N,1.6122080587195042,filled (a)
153515,UKG,West Midlands England,Pulses,2011,Y,yield,kg N / ha,124.01600451688495,calculated
153516,UKG,West Midlands England,Pulses,2012,A,harvested area,Mha,0.009,unprocessed
153517,UKG,West Midlands England,Pulses,2012,H,harvested quantity,Gg N,1.1719741238662078,filled (a)
153518,UKG,West Midlands England,Pulses,2012,Y,yield,kg N / ha,130.21934709624531,calculated
153519,UKG,West Midlands England,Pulses,2013,A,harvested area,Mha,0.012,unprocessed
153520,UKG,West Midlands England,Pulses,2013,H,harvested quantity,Gg N,1.564288,unprocessed
153521,UKG,West Midlands England,Pulses,2013,Y,yield,kg N / ha,130.35733333333332,calculated
153522,UKG,West Midlands England,Pulses,2014,A,harvested area,Mha,0.011,unprocessed
153523,UKG,West Midlands England,Pulses,2014,H,harvested quantity,Gg N,1.8066546284584228,filled (a)
153524,UKG,West Midlands England,Pulses,2014,Y,yield,kg N / ha,164.24132985985662,calculated
153525,UKG,West Midlands England,Pulses,2015,A,harvested area,Mha,0.019,unprocessed
153526,UKG,West Midlands England,Pulses,2015,H,harvested quantity,Gg N,2.7206754629295102,filled (a)
153527,UKG,West Midlands England,Pulses,2015,Y,yield,kg N / ha,143.19344541734264,calculated
153528,UKG,West Midlands England,Pulses,2016,A,harvested area,Mha,0.019,unprocessed
153529,UKG,West Midlands England,Pulses,2016,H,harvested quantity,Gg N,2.6344431536633137,filled (a)
153530,UKG,West Midlands England,Pulses,2016,Y,yield,kg N / ha,138.65490282438495,calculated
